Leaves,Order,Family,Subfamily,Genus,Family Definition
NC_024205,Thumleimavirales,Herelleviridae,Bastillevirinae_1,Bastillevirus,ICTV VMR38
NC_024207,Thumleimavirales,Herelleviridae,Bastillevirinae_1,Bastillevirus,ICTV VMR38
NC_024216,Thumleimavirales,Herelleviridae,Bastillevirinae_1,Bastillevirus,ICTV VMR38
NC_018863,Thumleimavirales,Herelleviridae,Bastillevirinae_1,Bequatrovirus,ICTV VMR38
NC_025417,Thumleimavirales,Herelleviridae,Twortvirinae,Kayvirus,ICTV VMR38
NC_047720,Thumleimavirales,Herelleviridae,Twortvirinae,Kayvirus,ICTV VMR38
NC_062780,Crassvirales,Intestiviridae,,,ICTV VMR38
NC_062777,Crassvirales,Intestiviridae,Coarsevirinae,,ICTV VMR38
NC_055886,Crassvirales,Intestiviridae,,,ICTV VMR38
NC_062771,Crassvirales,Intestiviridae,Crudevirinae,Carjivirus,ICTV VMR38
NC_062776,Crassvirales,Intestiviridae,Crudevirinae,Dabirmavirus,ICTV VMR38
NC_055879,Crassvirales,Intestiviridae,Crudevirinae,Dabirmavirus,ICTV VMR38
NC_067194,Crassvirales,Intestiviridae,Crudevirinae,Carjivirus,ICTV VMR38
NC_062774,Crassvirales,Intestiviridae,Churivirinae,Jahgtovirus,ICTV VMR38
NC_062769,Crassvirales,Intestiviridae,Churivirinae,Jahgtovirus,ICTV VMR38
NC_055828,Crassvirales,Intestiviridae,Churivirinae,Jahgtovirus,ICTV VMR38
NC_055870,Crassvirales,Intestiviridae,Churivirinae,Jahgtovirus,ICTV VMR38
NC_062779,Crassvirales,Intestiviridae,Coarsevirinae,,ICTV VMR38
NC_055877,Crassvirales,Intestiviridae,Churivirinae,,ICTV VMR38
NC_062766,Crassvirales,Intestiviridae,Crudevirinae,Delmidovirus,ICTV VMR38
NC_062770,Crassvirales,Intestiviridae,Crudevirinae,Delmidovirus,ICTV VMR38
NC_055874,Crassvirales,Intestiviridae,Crudevirinae,Diorhovirus,ICTV VMR38
NC_062764,Crassvirales,Intestiviridae,Crudevirinae,Diorhovirus,ICTV VMR38
NC_055760,Crassvirales,Intestiviridae,,,ICTV VMR38
NC_055887,Crassvirales,Intestiviridae,Churivirinae,,ICTV VMR38
NC_055756,Crassvirales,Intestiviridae,Churivirinae,,ICTV VMR38
NC_055876,Crassvirales,Intestiviridae,Crudevirinae,Delmidovirus,ICTV VMR38
NC_062778,Crassvirales,Intestiviridae,Crudevirinae,,ICTV VMR38
NC_031045,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_049458,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_027119,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_049505,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_049433,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_049502,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_049437,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_049382,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_049495,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_049506,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_049503,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_049500,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_049497,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_049378,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_049512,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_049501,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_049508,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_049507,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_019530,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_049499,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_022343,Strabovirales,Kyanoviridae,Cvivirinae,Taipeivirus,ICTV VMR38
NC_019452,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_024122,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_049428,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_049496,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_041881,Strabovirales,Kyanoviridae,,,ICTV VMR38
NC_013697,Strabovirales,Kyanoviridae,,,ICTV VMR38
NC_048660,Strabovirales,Kyanoviridae,,,ICTV VMR38
NC_048702,Strabovirales,Kyanoviridae,Cvivirinae,Nezavisimistyvirus,ICTV VMR38
NC_027340,Strabovirales,Kyanoviridae,Cvivirinae,Nezavisimistyvirus,ICTV VMR38
NC_020083,Strabovirales,Kyanoviridae,Cvivirinae,Miltonvirus,ICTV VMR38
NC_029042,Strabovirales,Kyanoviridae,Cvivirinae,,ICTV VMR38
NC_047932,Strabovirales,Kyanoviridae,Cvivirinae,Taipeivirus,ICTV VMR38
NC_049472,Strabovirales,Kyanoviridae,Cvivirinae,Taipeivirus,ICTV VMR38
NC_049462,Strabovirales,Kyanoviridae,Cvivirinae,Taipeivirus,ICTV VMR38
NC_047901,Strabovirales,Kyanoviridae,Cvivirinae,Taipeivirus,ICTV VMR38
NC_048186,Strabovirales,Kyanoviridae,Cvivirinae,Taipeivirus,ICTV VMR38
NC_049504,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_049443,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_048736,Strabovirales,Kyanoviridae,Cvivirinae,Miltonvirus,ICTV VMR38
NC_042047,Strabovirales,Kyanoviridae,Cvivirinae,Taipeivirus,ICTV VMR38
NC_047900,Strabovirales,Kyanoviridae,Cvivirinae,Taipeivirus,ICTV VMR38
NC_025452,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_019925,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_049384,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_049509,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_049455,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_019910,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_013693,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_048765,Strabovirales,Kyanoviridae,,,ICTV VMR38
NC_048709,Strabovirales,Kyanoviridae,,,ICTV VMR38
NC_048827,Strabovirales,Kyanoviridae,,,ICTV VMR38
NC_055841,Strabovirales,Kyanoviridae,,,ICTV VMR38
NC_015296,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_028676,Strabovirales,Kyanoviridae,Staniewskivirinae,,ICTV VMR38
NC_070885,Strabovirales,Kyanoviridae,Staniewskivirinae,Innesvirus,ICTV VMR38
NC_070884,Strabovirales,Kyanoviridae,Staniewskivirinae,Innesvirus,ICTV VMR38
NC_070888,Strabovirales,Kyanoviridae,Staniewskivirinae,Innesvirus,ICTV VMR38
NC_070887,Strabovirales,Kyanoviridae,Staniewskivirinae,Innesvirus,ICTV VMR38
NC_070886,Strabovirales,Kyanoviridae,Staniewskivirinae,Innesvirus,ICTV VMR38
NC_025429,Strabovirales,Kyanoviridae,Staniewskivirinae,Innesvirus,ICTV VMR38
NC_049440,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_049439,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_031128,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_016570,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_070883,Strabovirales,Kyanoviridae,Staniewskivirinae,Innesvirus,ICTV VMR38
NC_025446,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_070889,Strabovirales,Kyanoviridae,Staniewskivirinae,Innesvirus,ICTV VMR38
NC_022772,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_022768,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_070965,Strabovirales,Kyanoviridae,,Huanghaivirus,ICTV VMR38
NC_070959,Strabovirales,Kyanoviridae,,Huanghaivirus,ICTV VMR38
NC_041997,Strabovirales,Kyanoviridae,,,ICTV VMR38
NC_070951,Strabovirales,Kyanoviridae,,Menderavirus,ICTV VMR38
NC_048802,Strabovirales,Kyanoviridae,,Menderavirus,ICTV VMR38
NC_048804,Strabovirales,Kyanoviridae,,Menderavirus,ICTV VMR38
NC_054952,Strabovirales,Kyanoviridae,,Menderavirus,ICTV VMR38
NC_049427,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_049396,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_016073,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_042061,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_023856,Strabovirales,Kyanoviridae,Cvivirinae,Kuttervirus,ICTV VMR38
NC_028980,Drexlervirales,Mesyanzhinovviridae_1,Rabinowitzvirinae,Yuavirus,ICTV VMR38
NC_028770,Drexlervirales,Mesyanzhinovviridae_1,,Abidjanvirus,ICTV VMR38
NC_052965,Drexlervirales,Mesyanzhinovviridae_1,,Abidjanvirus,ICTV VMR38
NC_007809,Drexlervirales,Mesyanzhinovviridae_1,Rabinowitzvirinae,Yuavirus,ICTV VMR38
NC_041934,Drexlervirales,Mesyanzhinovviridae_1,Rabinowitzvirinae,Yuavirus,ICTV VMR38
NC_018282,Drexlervirales,Mesyanzhinovviridae_1,Rabinowitzvirinae,Yuavirus,ICTV VMR38
NC_047876,Drexlervirales,Mesyanzhinovviridae_1,Rabinowitzvirinae,Vojvodinavirus,ICTV VMR38
NC_047878,Drexlervirales,Mesyanzhinovviridae_1,Rabinowitzvirinae,Vojvodinavirus,ICTV VMR38
NC_047879,Drexlervirales,Mesyanzhinovviridae_1,Rabinowitzvirinae,Vojvodinavirus,ICTV VMR38
NC_047877,Drexlervirales,Mesyanzhinovviridae_1,Rabinowitzvirinae,Vojvodinavirus,ICTV VMR38
NC_026594,Drexlervirales,Mesyanzhinovviridae_1,,Abidjanvirus,ICTV VMR38
NC_042115,Drexlervirales,Mesyanzhinovviridae_1,,Abidjanvirus,ICTV VMR38
NC_010116,Drexlervirales,Mesyanzhinovviridae_1,Rabinowitzvirinae,Yuavirus,ICTV VMR38
NC_006938,Drexlervirales,Mesyanzhinovviridae_1,,,ICTV VMR38
NC_052964,Madridvirales,Mesyanzhinovviridae_2,Bradleyvirinae_2,,ICTV VMR38
NC_002515,Madridvirales,Mesyanzhinovviridae_2,Bradleyvirinae_2,,ICTV VMR38
NC_024149,Madridvirales,Mesyanzhinovviridae_2,,,ICTV VMR38
NC_015466,Drexlervirales,Mesyanzhinovviridae_3,,Xiamenvirus,ICTV VMR38
NC_028931,Drexlervirales,Mesyanzhinovviridae_3,Bradleyvirinae_1,,ICTV VMR38
NC_052967,Drexlervirales,Mesyanzhinovviridae_3,Bradleyvirinae_1,Bosavirus,ICTV VMR38
NC_028809,Drexlervirales,Mesyanzhinovviridae_3,Bradleyvirinae_1,Bosavirus,ICTV VMR38
NC_052966,Drexlervirales,Mesyanzhinovviridae_3,Bradleyvirinae_1,Bosavirus,ICTV VMR38
NC_028834,Drexlervirales,Mesyanzhinovviridae_3,,Steinhofvirus,ICTV VMR38
NC_028768,Drexlervirales,Mesyanzhinovviridae_3,,Steinhofvirus,ICTV VMR38
NC_007024,Drexlervirales,Mesyanzhinovviridae_3,,,ICTV VMR38
NC_071036,Drexlervirales,Mesyanzhinovviridae_3,,,ICTV VMR38
NC_041958,Drexlervirales,Mesyanzhinovviridae_3,,Xiamenvirus,ICTV VMR38
NC_055915,Demerecvirales,Molycolviridae,,,ICTV VMR38
NC_062752,Demerecvirales,Molycolviridae,,Mollyvirus,ICTV VMR38
NC_062751,Demerecvirales,Molycolviridae,,Mollyvirus,ICTV VMR38
NC_055826,Autographivirales,Naomviridae,,,ICTV VMR38
NC_018088,Autographivirales,Naomviridae,,,ICTV VMR38
NC_055729,Thumleimavirales,Peduoviridae,,,ICTV VMR38
NC_049451,Thumleimavirales,Peduoviridae,,,ICTV VMR38
NC_008201,Thumleimavirales,Peduoviridae,,Baylorvirus,ICTV VMR38
NC_047750,Thumleimavirales,Peduoviridae,,Baylorvirus,ICTV VMR38
NC_031008,,Rountreeviridae_1,Rakietenvirinae,Rosenblumvirus_1,ICTV VMR38
NC_004678,,Rountreeviridae_1,Rakietenvirinae,Rosenblumvirus_2,ICTV VMR38
NC_016565,,Rountreeviridae_1,Rakietenvirinae,Rosenblumvirus_2,ICTV VMR38
NC_007046,,Rountreeviridae_1,Rakietenvirinae,Rosenblumvirus_2,ICTV VMR38
NC_047919,,Rountreeviridae_1,Rakietenvirinae,Rosenblumvirus_1,ICTV VMR38
NC_009875,,Rountreeviridae_1,Rakietenvirinae,Rosenblumvirus_3,ICTV VMR38
NC_023550,,Rountreeviridae_1,Rakietenvirinae,Rosenblumvirus_3,ICTV VMR38
NC_055906,,Rountreeviridae_1,Rakietenvirinae,,ICTV VMR38
NC_031046,,Rountreeviridae_1,Rakietenvirinae,Rosenblumvirus_4,ICTV VMR38
NC_048159,,Rountreeviridae_1,Rakietenvirinae,Rosenblumvirus_4,ICTV VMR38
NC_048107,,Rountreeviridae_1,Rakietenvirinae,Rosenblumvirus_5,ICTV VMR38
NC_055916,,Rountreeviridae_1,Rakietenvirinae,Rosenblumvirus_5,ICTV VMR38
NC_047788,,Rountreeviridae_1,Rakietenvirinae,,ICTV VMR38
NC_055814,,Rountreeviridae_1,Rakietenvirinae,,ICTV VMR38
NC_070878,,Rountreeviridae_1,,,ICTV VMR38
NC_055802,,Rountreeviridae_1,Rakietenvirinae,Rosenblumvirus_1,ICTV VMR38
NC_047855,,Rountreeviridae_1,Rakietenvirinae,Rosenblumvirus_1,ICTV VMR38
NC_049938,Rountreevirales,Rountreeviridae_2,Sarlesvirinae_1,Copernicusvirus_2,ICTV VMR38
NC_028693,Rountreevirales,Rountreeviridae_2,Sarlesvirinae_1,,ICTV VMR38
NC_071002,Rountreevirales,Rountreeviridae_2,Sarlesvirinae_2,,ICTV VMR38
NC_049939,Rountreevirales,Rountreeviridae_2,Sarlesvirinae_1,Copernicusvirus_1,ICTV VMR38
NC_049935,Rountreevirales,Rountreeviridae_2,Sarlesvirinae_1,Copernicusvirus_3,ICTV VMR38
NC_049940,Rountreevirales,Rountreeviridae_2,Sarlesvirinae_1,Copernicusvirus_3,ICTV VMR38
NC_049932,Rountreevirales,Rountreeviridae_2,Sarlesvirinae_2,,ICTV VMR38
NC_049937,Rountreevirales,Rountreeviridae_2,Sarlesvirinae_1,Copernicusvirus_2,ICTV VMR38
NC_025467,Rountreevirales,Rountreeviridae_2,,,ICTV VMR38
NC_055866,Rountreevirales,Rountreeviridae_2,Sarlesvirinae_1,,ICTV VMR38
NC_049933,Rountreevirales,Rountreeviridae_2,Sarlesvirinae_1,Copernicusvirus_1,ICTV VMR38
NC_049934,Rountreevirales,Rountreeviridae_2,Sarlesvirinae_1,Copernicusvirus_1,ICTV VMR38
NC_049936,Rountreevirales,Rountreeviridae_2,Sarlesvirinae_1,Copernicusvirus_1,ICTV VMR38
NC_008367,Autographivirales,Saffermanviridae,,,ICTV VMR38
NC_024358,Autographivirales,Saffermanviridae,,,ICTV VMR38
NC_049968,,Salasmaviridae_1,Northropvirinae_2,Hemphillvirus,ICTV VMR38
NC_049967,,Salasmaviridae_1,Northropvirinae_2,Hemphillvirus,ICTV VMR38
NC_021336,,Salasmaviridae_1,Northropvirinae_2,,ICTV VMR38
NC_055908,,Salasmaviridae_1,Northropvirinae_2,,ICTV VMR38
NC_031032,,Salasmaviridae_1,Northropvirinae_1,Claudivirus_2,ICTV VMR38
NC_049963,,Salasmaviridae_1,Northropvirinae_1,Claudivirus_2,ICTV VMR38
NC_049959,,Salasmaviridae_1,Northropvirinae_1,Claudivirus_2,ICTV VMR38
NC_055905,,Salasmaviridae_1,Northropvirinae_1,Claudivirus_1,ICTV VMR38
NC_049962,,Salasmaviridae_1,Northropvirinae_1,Claudivirus_1,ICTV VMR38
NC_031015,,Salasmaviridae_1,Northropvirinae_1,Claudivirus_1,ICTV VMR38
NC_055914,,Salasmaviridae_1,Northropvirinae_1,Claudivirus_1,ICTV VMR38
NC_049964,,Salasmaviridae_1,Northropvirinae_1,Claudivirus_1,ICTV VMR38
NC_049969,,Salasmaviridae_1,Northropvirinae_2,Hemphillvirus,ICTV VMR38
NC_031121,,Salasmaviridae_1,Northropvirinae_1,,ICTV VMR38
NC_049966,,Salasmaviridae_1,Northropvirinae_1,,ICTV VMR38
NC_049975,Salasmavirales,Salasmaviridae_2,,Beecentumtrevirus_2,ICTV VMR38
NC_004165,Salasmavirales,Salasmaviridae_2,,Beecentumtrevirus_2,ICTV VMR38
NC_049974,Salasmavirales,Salasmaviridae_2,Picovirinae,,ICTV VMR38
NC_049965,Salasmavirales,Salasmaviridae_2,Picovirinae,Salasvirus,ICTV VMR38
NC_011048,Salasmavirales,Salasmaviridae_2,Picovirinae,Salasvirus,ICTV VMR38
NC_049976,Salasmavirales,Salasmaviridae_2,Picovirinae,Beecentumtrevirus_1,ICTV VMR38
NC_001423,Salasmavirales,Salasmaviridae_2,Picovirinae,Beecentumtrevirus_1,ICTV VMR38
NC_049972,Salasmavirales,Salasmaviridae_3,,,ICTV VMR38
NC_002649,Salasmavirales,Salasmaviridae_4,,,ICTV VMR38
NC_049973,Salasmavirales,Salasmaviridae_4,,,ICTV VMR38
NC_021319,Graavivirales,Saparoviridae,,,ICTV VMR38
NC_021340,Graavivirales,Saparoviridae,,,ICTV VMR38
NC_070850,Schitovirales,Schitoviridae_1,Enquatrovirinae,,ICTV VMR38
NC_070872,Schitovirales,Schitoviridae_1,Enquatrovirinae,Gamaleyavirus,ICTV VMR38
NC_070874,Schitovirales,Schitoviridae_1,Enquatrovirinae,Gamaleyavirus,ICTV VMR38
NC_024786,Schitovirales,Schitoviridae_1,Enquatrovirinae,Gamaleyavirus,ICTV VMR38
NC_024790,Schitovirales,Schitoviridae_1,Enquatrovirinae,Gamaleyavirus,ICTV VMR38
NC_018854,Schitovirales,Schitoviridae_1,Enquatrovirinae,Gamaleyavirus,ICTV VMR38
NC_024142,Schitovirales,Schitoviridae_1,Enquatrovirinae,Gamaleyavirus,ICTV VMR38
NC_048700,Schitovirales,Schitoviridae_1,Enquatrovirinae,,ICTV VMR38
NC_041906,Schitovirales,Schitoviridae_1,Enquatrovirinae,Gamaleyavirus,ICTV VMR38
NC_019423,Schitovirales,Schitoviridae_1,Enquatrovirinae,Gamaleyavirus,ICTV VMR38
NC_070869,Schitovirales,Schitoviridae_1,Enquatrovirinae,Gamaleyavirus,ICTV VMR38
NC_023589,Schitovirales,Schitoviridae_1,Enquatrovirinae,Gamaleyavirus,ICTV VMR38
NC_070868,Schitovirales,Schitoviridae_1,Enquatrovirinae,Pokkenvirus,ICTV VMR38
NC_048703,Schitovirales,Schitoviridae_1,Enquatrovirinae,Pokkenvirus,ICTV VMR38
NC_049510,Schitovirales,Schitoviridae_1,Enquatrovirinae,,ICTV VMR38
NC_070873,Schitovirales,Schitoviridae_1,Enquatrovirinae,Gamaleyavirus,ICTV VMR38
NC_023579,Schitovirales,Schitoviridae_1,Enquatrovirinae,Johnsonvirus,ICTV VMR38
NC_031062,Schitovirales,Schitoviridae_1,Enquatrovirinae,Johnsonvirus,ICTV VMR38
NC_070867,Schitovirales,Schitoviridae_1,Enquatrovirinae,Pokkenvirus,ICTV VMR38
NC_049435,Schitovirales,Schitoviridae_1,Rhodovirinae,Aorunvirus,ICTV VMR38
NC_012696,Schitovirales,Schitoviridae_1,Rhodovirinae,Aorunvirus,ICTV VMR38
NC_048639,Schitovirales,Schitoviridae_1,,Zicotriavirus,ICTV VMR38
NC_048638,Schitovirales,Schitoviridae_1,,Zicotriavirus,ICTV VMR38
NC_049456,Schitovirales,Schitoviridae_1,,,ICTV VMR38
NC_028908,Schitovirales,Schitoviridae_1,Enquatrovirinae,Dongdastvirus,ICTV VMR38
NC_054968,Schitovirales,Schitoviridae_1,Enquatrovirinae,Dongdastvirus,ICTV VMR38
NC_070871,Schitovirales,Schitoviridae_1,Enquatrovirinae,Gamaleyavirus,ICTV VMR38
NC_054967,Schitovirales,Schitoviridae_1,Enquatrovirinae,Dongdastvirus,ICTV VMR38
NC_023556,Schitovirales,Schitoviridae_1,Enquatrovirinae,,ICTV VMR38
NC_054971,Schitovirales,Schitoviridae_1,Enquatrovirinae,Pourcelvirus,ICTV VMR38
NC_054972,Schitovirales,Schitoviridae_1,Enquatrovirinae,Pourcelvirus,ICTV VMR38
NC_070858,Schitovirales,Schitoviridae_1,Enquatrovirinae,,ICTV VMR38
NC_070847,Schitovirales,Schitoviridae_1,Enquatrovirinae,,ICTV VMR38
NC_070849,Schitovirales,Schitoviridae_1,Enquatrovirinae,,ICTV VMR38
NC_049463,Schitovirales,Schitoviridae_1,Enquatrovirinae,Pokkenvirus,ICTV VMR38
NC_054969,Schitovirales,Schitoviridae_1,Enquatrovirinae,Dongdastvirus,ICTV VMR38
NC_015933,Schitovirales,Schitoviridae_1,Enquatrovirinae,Gamaleyavirus,ICTV VMR38
NC_070855,Schitovirales,Schitoviridae_1,Demetervirinae,Acanvirus,ICTV VMR38
NC_008720,Schitovirales,Schitoviridae_1,Enquatrovirinae,,ICTV VMR38
NC_070862,Schitovirales,Schitoviridae_1,Migulavirinae,Litunavirus,ICTV VMR38
NC_024140,Schitovirales,Schitoviridae_1,Migulavirinae,Litunavirus,ICTV VMR38
NC_013692,Schitovirales,Schitoviridae_1,Migulavirinae,Litunavirus,ICTV VMR38
NC_029017,Schitovirales,Schitoviridae_1,Migulavirinae,Luzseptimavirus,ICTV VMR38
NC_013691,Schitovirales,Schitoviridae_1,Migulavirinae,Luzseptimavirus,ICTV VMR38
NC_023581,Schitovirales,Schitoviridae_1,,,ICTV VMR38
NC_055823,Schitovirales,Schitoviridae_1,,,ICTV VMR38
NC_070863,Schitovirales,Schitoviridae_1,Migulavirinae,Litunavirus,ICTV VMR38
NC_031104,Schitovirales,Schitoviridae_1,Migulavirinae,Litunavirus,ICTV VMR38
NC_041907,Schitovirales,Schitoviridae_1,Migulavirinae,Litunavirus,ICTV VMR38
NC_070865,Schitovirales,Schitoviridae_1,Migulavirinae,Litunavirus,ICTV VMR38
NC_055840,Schitovirales,Schitoviridae_1,,,ICTV VMR38
NC_070851,Schitovirales,Schitoviridae_1,Demetervirinae,Acanvirus,ICTV VMR38
NC_070856,Schitovirales,Schitoviridae_1,Demetervirinae,Acanvirus,ICTV VMR38
NC_070854,Schitovirales,Schitoviridae_1,Demetervirinae,Acanvirus,ICTV VMR38
NC_070852,Schitovirales,Schitoviridae_1,Demetervirinae,Acanvirus,ICTV VMR38
NC_070859,Schitovirales,Schitoviridae_1,Rhodovirinae,Gonggongvirus,ICTV VMR38
NC_070853,Schitovirales,Schitoviridae_1,Demetervirinae,Acanvirus,ICTV VMR38
NC_070870,Schitovirales,Schitoviridae_1,Enquatrovirinae,,ICTV VMR38
NC_049469,Schitovirales,Schitoviridae_1,Demetervirinae,,ICTV VMR38
NC_027348,Schitovirales,Schitoviridae_1,,,ICTV VMR38
NC_055824,Schitovirales,Schitoviridae_1,,,ICTV VMR38
NC_070864,Schitovirales,Schitoviridae_1,Migulavirinae,Litunavirus,ICTV VMR38
NC_027388,Schitovirales,Schitoviridae_1,Migulavirinae,Litunavirus,ICTV VMR38
NC_070857,Schitovirales,Schitoviridae_1,Demetervirinae,,ICTV VMR38
NC_049345,Schitovirales,Schitoviridae_1,Rhodovirinae,Gonggongvirus,ICTV VMR38
NC_054970,Schitovirales,Schitoviridae_1,Enquatrovirinae,,ICTV VMR38
NC_049372,Schitovirales,Schitoviridae_1,Rhodovirinae,Aoqinvirus,ICTV VMR38
NC_024367,Schitovirales,Schitoviridae_1,Rhodovirinae,Gonggongvirus,ICTV VMR38
NC_070848,Schitovirales,Schitoviridae_1,,,ICTV VMR38
NC_055784,Schitovirales,Schitoviridae_1,,,ICTV VMR38
NC_020849,Schitovirales,Schitoviridae_1,Pontosvirinae,Matsuvirus,ICTV VMR38
NC_020848,Schitovirales,Schitoviridae_1,Pontosvirinae,Matsuvirus,ICTV VMR38
NC_049379,Schitovirales,Schitoviridae_1,Pontosvirinae,Dorisvirus,ICTV VMR38
NC_049431,Schitovirales,Schitoviridae_1,Pontosvirinae,Dorisvirus,ICTV VMR38
NC_049430,Schitovirales,Schitoviridae_1,Pontosvirinae,Dorisvirus,ICTV VMR38
NC_019485,Schitovirales,Schitoviridae_1,,,ICTV VMR38
NC_049467,Schitovirales,Schitoviridae_1,Humphriesvirinae,Ithacavirus,ICTV VMR38
NC_027381,Schitovirales,Schitoviridae_1,Humphriesvirinae,Ithacavirus,ICTV VMR38
NC_055921,Schitovirales,Schitoviridae_1,Humphriesvirinae,Ithacavirus,ICTV VMR38
NC_021782,Schitovirales,Schitoviridae_1,Humphriesvirinae,Ithacavirus,ICTV VMR38
NC_049436,Schitovirales,Schitoviridae_1,Rhodovirinae,Aoqinvirus,ICTV VMR38
NC_021772,Schitovirales,Schitoviridae_1,Humphriesvirinae,Ithacavirus,ICTV VMR38
NC_019514,Schitovirales,Schitoviridae_1,Humphriesvirinae,,ICTV VMR38
NC_020862,Schitovirales,Schitoviridae_1,Rhodovirinae,,ICTV VMR38
NC_049444,Schitovirales,Schitoviridae_1,Humphriesvirinae,Ithacavirus,ICTV VMR38
NC_049371,Schitovirales,Schitoviridae_1,Rhodovirinae,,ICTV VMR38
NC_055736,Schitovirales,Schitoviridae_2,,Pariacacavirus,ICTV VMR38
NC_048125,Schitovirales,Schitoviridae_2,,Mukerjeevirus,ICTV VMR38
NC_055735,Schitovirales,Schitoviridae_2,,Pariacacavirus,ICTV VMR38
NC_048122,Schitovirales,Schitoviridae_2,,Mukerjeevirus,ICTV VMR38
NC_048121,Schitovirales,Schitoviridae_2,,Mukerjeevirus,ICTV VMR38
NC_048124,Schitovirales,Schitoviridae_2,,Mukerjeevirus,ICTV VMR38
NC_029098,Demerecvirales,Stanwilliamsviridae,Boydwoodruffvirinae,Samistivirus,ICTV VMR38
NC_042040,Demerecvirales,Stanwilliamsviridae,,,ICTV VMR38
NC_070785,Demerecvirales,Stanwilliamsviridae,Loccivirinae,Wakandavirus,ICTV VMR38
NC_042105,Demerecvirales,Stanwilliamsviridae,Loccivirinae,Wakandavirus,ICTV VMR38
NC_070786,Demerecvirales,Stanwilliamsviridae,Loccivirinae,Wakandavirus,ICTV VMR38
NC_070784,Demerecvirales,Stanwilliamsviridae,Loccivirinae,Faustvirus,ICTV VMR38
NC_070783,Demerecvirales,Stanwilliamsviridae,Loccivirinae,Faustvirus,ICTV VMR38
